country,Code,year,gdp_change_%,literacy_rate_%,literacy_change_%
Uruguay,URY,2017,1.74,98.61572,0.05504179270052756
Uruguay,URY,2018,0.156,98.70386,0.08937723113515705
Uruguay,URY,2019,0.744,98.77035,0.06736312034807401
Uzbekistan,UZB,2000,3.8,98.64258,
Uzbekistan,UZB,2013,7.297,99.99486,1.3708887176308693
Uzbekistan,UZB,2014,6.874,99.98055,-0.014310735571820832
Uzbekistan,UZB,2015,7.219,99.98383,0.003280638084102172
Uzbekistan,UZB,2016,5.932,99.98657,0.0027404431296673692
Uzbekistan,UZB,2018,5.88,99.99289,0.006320848890006836
Uzbekistan,UZB,2019,5.982,99.99995,0.007060502001698943
Vanuatu,VUT,1984,9.577,58.2,
Vanuatu,VUT,1994,9.079,68.7,18.041237113402065
Vanuatu,VUT,1999,0.337,74.0,7.714701601164475
Vanuatu,VUT,2004,3.987,78.4,5.945945945945952
Vanuatu,VUT,2014,3.137,84.7,8.03571428571428
Vanuatu,VUT,2018,2.9,87.50631,3.313234946871302
Vanuatu,VUT,2021,,89.1,1.821228663395802
Venezuela,VEN,1981,-1.288,84.7322,
Venezuela,VEN,1990,6.468,89.82525,6.0107609621843805
Venezuela,VEN,2001,3.394,92.97983,3.511907843284612
Venezuela,VEN,2007,8.754,95.15464,2.3390126654350585
Venezuela,VEN,2009,-3.202,95.51199,0.37554658396059537
Venezuela,VEN,2011,4.176,94.77022,-0.7766250080225579
Venezuela,VEN,2015,-6.221,96.60522,1.936262256223542
Venezuela,VEN,2016,-17.04,97.12709,0.5402089038252678
Venezuela,VEN,2021,,97.5,0.38394025806807175
Vietnam,VNM,1989,7.8,87.59645,
Vietnam,VNM,1999,4.774,90.2783,3.0615966742944423
Vietnam,VNM,2000,6.787,90.15613,-0.1353259864219858
Vietnam,VNM,2009,5.398,93.52045,3.7316597329543733
Vietnam,VNM,2019,7.359,95.75387,2.388162161324092
Yemen,YEM,1994,6.722,37.09,
Yemen,YEM,2004,3.973,54.1,45.86141817201401
Zambia,ZMB,1990,-0.579,64.99828,
Zambia,ZMB,1999,4.65,68.00179,4.6209068916900575
Zambia,ZMB,2002,4.506,69.14922,1.6873526417466422
Zambia,ZMB,2007,8.352,61.12709,-11.601186535437414
Zambia,ZMB,2010,10.298,83.00767,35.79522597918534
Zambia,ZMB,2018,4.035,86.74796,4.505957100108948
Zambia,ZMB,2020,-2.785,87.5,0.8669252856205345
Zimbabwe,ZWE,2011,14.197,83.58271,0.08397537233313379
Zimbabwe,ZWE,2014,2.394,88.69342,6.114554074640544
Zimbabwe,ZWE,2021,8.427,89.7,1.134898169447074
